playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,IP,WHIP,K/9,BB/9,HR/9,KPct,PlayerName
santaer01,2012,1,LAA,AL,9,13,30,30,1,1,0,534.0,165,102,39,61,133,0.239,5.16,2.0,4.0,9.0,0,764.0,0.0,109,2.0,2.0,,178.0,1.27,6.72,3.08,1.97,17.41,Ervin Santana
santajo01,2012,1,NYN,NL,6,9,21,21,2,2,0,351.0,117,63,17,39,111,0.258,4.85,1.0,1.0,0.0,0,499.0,0.0,65,4.0,3.0,,117.0,1.33,8.54,3.0,1.31,22.24,Johan Santana
saundjo01,2012,1,ARI,NL,6,10,21,21,1,1,0,390.0,146,61,17,31,89,0.28,4.22,1.0,2.0,2.0,0,561.0,0.0,68,5.0,2.0,,130.0,1.36,6.16,2.15,1.18,15.86,Joe Saunders
scherma01,2012,1,DET,AL,16,7,32,32,0,0,0,563.0,179,78,23,60,231,0.25,3.74,2.0,2.0,5.0,1,787.0,0.0,82,5.0,1.0,,187.67,1.27,11.08,2.88,1.1,29.35,Max Scherzer
shielja02,2012,1,TBA,AL,15,10,33,33,3,2,0,683.0,208,89,25,58,223,0.239,3.52,2.0,7.0,11.0,1,944.0,0.0,103,3.0,2.0,,227.67,1.17,8.82,2.29,0.99,23.62,James Shields
strasst01,2012,1,WAS,NL,15,6,28,28,0,0,0,478.0,136,56,15,48,197,0.23,3.16,1.0,5.0,4.0,0,653.0,0.0,62,6.0,4.0,,159.33,1.15,11.13,2.71,0.85,30.17,Stephen Strasburg
tomlijo01,2012,1,CLE,AL,5,8,21,16,0,0,0,310.0,126,73,18,25,56,0.301,6.36,3.0,4.0,3.0,0,452.0,0.0,74,2.0,3.0,,103.33,1.46,4.88,2.18,1.57,12.39,Josh Tomlin
vargaja01,2012,1,SEA,AL,14,11,33,33,2,0,0,652.0,201,93,35,55,141,0.245,3.85,1.0,5.0,3.0,0,887.0,0.0,94,3.0,6.0,,217.33,1.18,5.84,2.28,1.45,15.9,Jason Vargas
verlaju01,2012,1,DET,AL,17,8,33,33,6,1,0,715.0,192,70,19,60,239,0.217,2.64,2.0,2.0,5.0,1,956.0,0.0,81,4.0,3.0,,238.33,1.06,9.03,2.27,0.72,25.0,Justin Verlander
villaca01,2012,1,TOR,AL,7,7,38,16,0,0,0,376.0,113,58,23,46,122,0.242,4.16,4.0,6.0,3.0,1,521.0,9.0,59,2.0,4.0,,125.33,1.27,8.76,3.3,1.65,23.42,Carlos Villanueva
vogelry01,2012,1,SFN,NL,14,9,31,31,0,0,0,569.0,171,71,17,62,158,0.242,3.37,7.0,3.0,8.0,0,788.0,0.0,76,7.0,4.0,,189.67,1.23,7.5,2.94,0.81,20.05,Ryan Vogelsong
volqued01,2012,1,SDN,NL,11,11,32,32,1,1,0,548.0,160,84,14,105,174,0.236,4.14,6.0,9.0,9.0,1,802.0,0.0,88,5.0,4.0,,182.67,1.45,8.57,5.17,0.69,21.7,Edinson Volquez
volstch01,2012,1,CHN,NL,3,12,21,21,0,0,0,334.0,137,78,16,43,61,0.306,6.31,4.0,2.0,3.0,1,507.0,0.0,81,5.0,8.0,,111.33,1.62,4.93,3.48,1.29,12.03,Chris Volstad
wainwad01,2012,1,SLN,NL,14,13,32,32,3,2,0,596.0,196,87,15,52,184,0.259,3.94,3.0,5.0,6.0,2,831.0,0.0,96,9.0,6.0,,198.67,1.25,8.34,2.36,0.68,22.14,Adam Wainwright
weaveje02,2012,1,LAA,AL,20,5,30,30,3,2,0,566.0,147,59,20,45,142,0.214,2.81,0.0,2.0,4.0,0,739.0,0.0,63,0.0,4.0,,188.67,1.02,6.77,2.15,0.95,19.22,Jered Weaver
westbja01,2012,1,SLN,NL,13,11,28,28,1,0,0,524.0,191,77,12,52,106,0.282,3.97,0.0,5.0,8.0,0,751.0,0.0,85,8.0,5.0,,174.67,1.39,5.46,2.68,0.62,14.11,Jake Westbrook
wilsocj01,2012,1,LAA,AL,13,10,34,34,0,0,0,607.0,181,86,19,91,173,0.239,3.83,2.0,4.0,6.0,1,865.0,0.0,102,4.0,6.0,,202.33,1.34,7.7,4.05,0.85,20.0,C. J. Wilson
wolfra02,2012,1,MIL,NL,3,10,25,24,0,0,0,427.0,179,90,21,45,96,0.314,5.69,1.0,2.0,6.0,2,633.0,0.0,94,8.0,4.0,,142.33,1.57,6.07,2.85,1.33,15.17,Randy Wolf
woodtr01,2012,1,CHN,NL,6,13,26,26,0,0,0,468.0,133,74,25,54,119,0.232,4.27,3.0,2.0,8.0,1,649.0,0.0,80,9.0,4.0,,156.0,1.2,6.87,3.12,1.44,18.34,Travis Wood
worleva01,2012,1,PHI,NL,6,9,23,23,0,0,0,399.0,154,62,12,47,107,0.294,4.2,4.0,1.0,6.0,0,590.0,0.0,69,11.0,3.0,,133.0,1.51,7.24,3.18,0.81,18.14,Vance Worley
youngch03,2012,1,NYN,NL,4,9,20,20,0,0,0,345.0,119,53,16,36,80,0.269,4.15,5.0,3.0,2.0,0,493.0,0.0,58,9.0,4.0,,115.0,1.35,6.26,2.82,1.25,16.23,Chris Young
zambrca01,2012,1,MIA,NL,7,10,35,20,1,1,0,397.0,123,66,9,75,95,0.251,4.49,1.0,1.0,10.0,0,591.0,5.0,75,7.0,8.0,,132.33,1.5,6.46,5.1,0.61,16.07,Carlos Zambrano
zimmejo02,2012,1,WAS,NL,12,8,32,32,0,0,0,587.0,186,64,18,43,153,0.251,2.94,2.0,3.0,8.0,0,805.0,0.0,69,8.0,4.0,,195.67,1.17,7.04,1.98,0.83,19.01,Jordan Zimmermann
zitoba01,2012,1,SFN,NL,15,8,32,32,1,1,0,553.0,186,85,20,70,114,0.263,4.15,6.0,1.0,5.0,0,799.0,0.0,91,12.0,4.0,,184.33,1.39,5.57,3.42,0.98,14.27,Barry Zito
