playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,IP,WHIP,K/9,BB/9,HR/9,KPct
fiersmi01,2012,1,MIL,NL,9,10,23,22,0,0,0,383.0,125,53,12,36,135,0.254,3.74,0.0,4.0,2.0,0,539.0,1.0,56,4.0,4.0,,127.67,1.26,9.52,2.54,0.85,25.05
fistedo01,2012,1,DET,AL,10,10,26,26,2,1,0,485.0,156,62,15,37,137,0.249,3.45,1.0,1.0,7.0,0,673.0,0.0,73,3.0,0.0,,161.67,1.19,7.63,2.06,0.84,20.36
floydga01,2012,1,CHA,AL,12,11,29,29,0,0,0,504.0,166,80,22,63,144,0.259,4.29,2.0,8.0,14.0,0,724.0,0.0,84,3.0,3.0,,168.0,1.36,7.71,3.38,1.18,19.89
francfr01,2012,1,NYN,NL,1,3,48,0,0,0,23,127.0,47,26,5,21,47,0.269,5.53,1.0,2.0,0.0,1,197.0,38.0,27,0.0,1.0,,42.33,1.61,9.99,4.46,1.06,23.86
francje01,2012,1,COL,NL,6,7,24,24,0,0,0,339.0,145,70,15,22,76,0.316,5.58,5.0,2.0,8.0,0,502.0,0.0,71,10.0,3.0,,113.0,1.48,6.05,1.75,1.19,15.14
frasoja01,2012,1,TOR,AL,1,1,50,0,0,0,0,131.0,42,20,6,22,53,0.256,4.12,1.0,5.0,2.0,1,191.0,9.0,20,1.0,2.0,,43.67,1.47,10.92,4.53,1.24,27.75
friedch01,2012,1,COL,NL,5,8,16,16,0,0,0,254.0,102,58,14,30,74,0.303,6.17,0.0,8.0,2.0,0,377.0,0.0,61,6.0,2.0,,84.67,1.56,7.87,3.19,1.49,19.63
frierer01,2012,2,LAA,AL,4,2,56,0,0,0,23,163.0,26,14,7,26,80,0.14,2.32,0.0,1.0,5.0,0,219.0,46.0,15,1.0,1.0,,54.33,0.96,13.25,4.31,1.16,36.53
furbuch01,2012,1,SEA,AL,5,2,48,0,0,0,0,139.0,28,14,3,16,53,0.174,2.72,4.0,5.0,2.0,0,182.0,8.0,15,2.0,1.0,,46.33,0.95,10.3,3.11,0.58,29.12
gallayo01,2012,1,MIL,NL,16,9,33,33,0,0,0,612.0,185,83,26,81,204,0.243,3.66,3.0,5.0,0.0,0,860.0,0.0,86,11.0,6.0,,204.0,1.3,9.0,3.57,1.15,23.72
garcifr02,2012,1,NYA,AL,7,6,30,17,0,0,0,322.0,112,62,18,35,89,0.27,5.2,2.0,10.0,3.0,1,461.0,10.0,64,4.0,4.0,,107.33,1.37,7.46,2.93,1.51,19.31
garcija01,2012,1,SFN,NL,7,6,73,0,0,0,25,190.0,55,20,8,22,55,0.224,2.84,4.0,1.0,2.0,0,272.0,37.0,24,2.0,1.0,,63.33,1.22,7.82,3.13,1.14,20.22
garcija02,2012,1,SLN,NL,7,7,20,20,0,0,0,365.0,136,53,7,30,98,0.289,3.92,1.0,12.0,0.0,1,515.0,0.0,58,8.0,7.0,,121.67,1.36,7.25,2.22,0.52,19.03
garzama01,2012,1,CHN,NL,5,7,18,18,0,0,0,311.0,90,45,15,32,96,0.236,3.91,0.0,1.0,4.0,0,424.0,0.0,48,5.0,1.0,,103.67,1.18,8.33,2.78,1.3,22.64
gaudich01,2012,1,MIA,NL,4,2,46,0,0,0,0,208.0,72,35,6,26,57,0.274,4.54,5.0,3.0,3.0,1,302.0,11.0,39,8.0,2.0,,69.33,1.41,7.4,3.38,0.78,18.87
geedi01,2012,1,NYN,NL,6,7,17,17,0,0,0,329.0,108,50,12,29,97,0.255,4.1,0.0,0.0,6.0,1,463.0,0.0,56,2.0,3.0,,109.67,1.25,7.96,2.38,0.98,20.95
germaju01,2012,2,CHN,NL,2,10,13,12,0,0,0,192.0,81,48,7,19,45,0.309,6.75,2.0,4.0,7.0,0,296.0,0.0,52,5.0,3.0,,64.0,1.56,6.33,2.67,0.98,15.2
gomezje01,2012,1,CLE,AL,5,8,20,17,0,0,0,272.0,95,60,15,34,47,0.273,5.96,5.0,2.0,4.0,0,395.0,1.0,66,2.0,7.0,,90.67,1.42,4.67,3.37,1.49,11.9
gonzagi01,2012,1,WAS,NL,21,8,32,32,2,1,0,598.0,149,64,9,76,207,0.206,2.89,3.0,10.0,5.0,1,822.0,0.0,69,9.0,7.0,,199.33,1.13,9.35,3.43,0.41,25.18
gonzami02,2012,1,WAS,NL,0,0,47,0,0,0,0,107.0,31,12,2,16,39,0.237,3.03,0.0,2.0,0.0,1,151.0,13.0,14,3.0,1.0,,35.67,1.32,9.84,4.04,0.5,25.83
gonzami03,2012,1,BAL,AL,9,4,18,15,0,0,0,316.0,92,38,13,35,77,0.235,3.25,2.0,3.0,5.0,2,434.0,0.0,38,1.0,2.0,,105.33,1.21,6.58,2.99,1.11,17.74
gorzeto01,2012,1,WAS,NL,4,2,45,1,0,0,1,216.0,65,23,7,30,62,0.242,2.88,1.0,4.0,2.0,0,306.0,11.0,27,3.0,2.0,,72.0,1.32,7.75,3.75,0.88,20.26
grayje02,2012,1,MIN,AL,6,1,49,0,0,0,0,156.0,58,33,9,22,26,0.278,5.71,0.0,5.0,4.0,1,236.0,11.0,34,0.0,1.0,,52.0,1.54,4.5,3.81,1.56,11.02
gregelu01,2012,1,SDN,NL,2,0,77,0,0,0,9,215.0,57,19,7,21,72,0.215,2.39,3.0,3.0,3.0,0,294.0,15.0,19,5.0,0.0,,71.67,1.09,9.04,2.64,0.88,24.49
greggke01,2012,1,BAL,AL,3,2,40,0,0,0,0,131.0,50,24,6,24,37,0.291,4.95,2.0,0.0,3.0,0,200.0,13.0,26,0.0,1.0,,43.67,1.69,7.63,4.95,1.24,18.5
greinza01,2012,1,MIL,NL,9,3,21,21,0,0,0,369.0,120,47,7,28,122,0.254,3.44,0.0,4.0,0.0,0,504.0,0.0,49,3.0,0.0,,123.0,1.2,8.93,2.05,0.51,24.21
greinza01,2012,2,LAA,AL,6,2,13,13,0,0,0,268.0,80,35,11,26,78,0.242,3.53,0.0,4.0,2.0,0,364.0,0.0,35,4.0,2.0,,89.33,1.19,7.86,2.62,1.11,21.43
griffaj01,2012,1,OAK,AL,7,1,15,15,0,0,0,247.0,74,28,10,19,64,0.236,3.06,0.0,0.0,1.0,0,336.0,0.0,29,0.0,2.0,,82.33,1.13,7.0,2.08,1.09,19.05
grillja01,2012,1,PIT,NL,1,6,64,0,0,0,2,176.0,45,19,7,22,90,0.207,2.91,4.0,0.0,2.0,0,244.0,11.0,20,2.0,1.0,,58.67,1.14,13.81,3.37,1.07,36.89
guerrja01,2012,1,LAN,NL,2,3,45,0,0,0,8,135.0,44,13,1,23,37,0.265,2.6,5.0,1.0,1.0,0,196.0,17.0,13,4.0,2.0,,45.0,1.49,7.4,4.6,0.2,18.88
guthrje01,2012,1,COL,NL,3,9,19,15,0,0,0,272.0,122,64,21,31,45,0.324,6.35,2.0,1.0,7.0,1,422.0,0.0,72,5.0,3.0,,90.67,1.69,4.47,3.08,2.08,10.66
guthrje01,2012,2,KCA,AL,5,3,14,14,0,0,0,273.0,84,32,9,19,56,0.248,3.16,0.0,1.0,2.0,1,366.0,0.0,37,3.0,3.0,,91.0,1.13,5.54,1.88,0.89,15.3
hallaro01,2012,1,PHI,NL,11,8,25,25,0,0,0,469.0,155,78,18,36,132,0.261,4.49,0.0,2.0,5.0,0,646.0,0.0,78,5.0,6.0,,156.33,1.22,7.6,2.07,1.04,20.43
hamelco01,2012,1,PHI,NL,17,6,31,31,2,2,0,646.0,190,73,24,52,216,0.237,3.05,3.0,3.0,3.0,2,867.0,0.0,80,6.0,4.0,,215.33,1.12,9.03,2.17,1.0,24.91
hammeja01,2012,1,BAL,AL,8,6,20,20,1,1,0,354.0,104,45,9,42,113,0.234,3.43,2.0,3.0,2.0,0,493.0,0.0,48,3.0,1.0,,118.0,1.24,8.62,3.2,0.69,22.92
hanrajo01,2012,1,PIT,NL,5,2,63,0,0,0,36,179.0,40,18,8,36,67,0.187,2.72,0.0,6.0,1.0,0,254.0,57.0,18,3.0,0.0,,59.67,1.27,10.11,5.43,1.21,26.38
hansoto01,2012,1,ATL,NL,13,10,31,31,0,0,0,524.0,183,87,27,71,161,0.271,4.48,5.0,6.0,5.0,0,761.0,0.0,95,8.0,2.0,,174.67,1.45,8.3,3.66,1.39,21.16
happja01,2012,1,HOU,NL,7,9,18,18,0,0,0,313.0,112,56,17,39,98,0.275,4.83,0.0,5.0,1.0,0,457.0,0.0,58,7.0,2.0,,104.33,1.45,8.45,3.36,1.47,21.44
happja01,2012,2,TOR,AL,3,2,10,6,0,0,0,121.0,35,21,2,17,46,0.236,4.69,1.0,2.0,1.0,0,170.0,3.0,21,2.0,2.0,,40.33,1.29,10.27,3.79,0.45,27.06
haranaa01,2012,1,LAN,NL,10,10,31,31,0,0,0,539.0,167,72,14,85,131,0.246,3.61,10.0,4.0,4.0,0,786.0,0.0,85,9.0,10.0,,179.67,1.4,6.56,4.26,0.7,16.67
harenda01,2012,1,LAA,AL,12,13,30,30,1,1,0,530.0,190,85,28,38,142,0.275,4.33,3.0,5.0,3.0,1,747.0,0.0,95,7.0,8.0,,176.67,1.29,7.23,1.94,1.43,19.01
harrelu01,2012,1,HOU,NL,11,11,32,32,1,1,0,581.0,185,81,13,78,140,0.253,3.76,5.0,10.0,1.0,3,827.0,0.0,90,8.0,10.0,,193.67,1.36,6.51,3.62,0.6,16.93
harrima01,2012,1,TEX,AL,18,11,32,32,4,2,0,640.0,210,78,22,59,133,0.258,3.29,0.0,2.0,1.0,0,876.0,0.0,82,1.0,2.0,,213.33,1.26,5.61,2.49,0.93,15.18
harvema01,2012,1,NYN,NL,3,5,10,10,0,0,0,178.0,42,18,5,26,70,0.2,2.73,0.0,3.0,3.0,0,245.0,0.0,19,3.0,3.0,,59.33,1.15,10.62,3.94,0.76,28.57
hawkila01,2012,1,LAA,AL,2,3,48,0,0,0,1,126.0,45,17,5,13,23,0.28,3.64,1.0,0.0,0.0,0,178.0,7.0,20,3.0,1.0,,42.0,1.38,4.93,2.79,1.07,12.92
hefneje01,2012,1,NYN,NL,4,7,26,13,0,0,0,281.0,110,53,9,18,62,0.287,5.09,1.0,7.0,2.0,0,408.0,5.0,55,4.0,1.0,,93.67,1.37,5.96,1.73,0.86,15.2
hellije01,2012,1,TBA,AL,10,11,31,31,0,0,0,531.0,163,61,25,59,124,0.243,3.1,3.0,5.0,4.0,0,741.0,0.0,68,4.0,3.0,,177.0,1.25,6.31,3.0,1.27,16.73
hendeji01,2012,1,MIL,NL,1,3,36,0,0,0,3,92.0,26,12,1,13,45,0.23,3.52,0.0,1.0,1.0,0,131.0,6.0,12,1.0,3.0,,30.67,1.27,13.21,3.81,0.29,34.35
hendrli01,2012,1,MIN,AL,1,8,16,16,1,0,0,256.0,106,53,17,26,50,0.305,5.59,3.0,4.0,4.0,0,381.0,0.0,61,3.0,1.0,,85.33,1.55,5.27,2.74,1.79,13.12
henslcl01,2012,1,SFN,NL,4,5,60,0,0,0,3,152.0,50,26,5,30,42,0.258,4.62,2.0,1.0,3.0,0,234.0,14.0,30,4.0,3.0,,50.67,1.58,7.46,5.33,0.89,17.95
hernada01,2012,1,ARI,NL,2,3,72,0,0,0,4,205.0,48,19,4,22,98,0.19,2.5,1.0,4.0,3.0,1,278.0,21.0,21,0.0,1.0,,68.33,1.02,12.91,2.9,0.53,35.25
hernafe02,2012,1,SEA,AL,13,9,33,33,5,5,0,696.0,209,79,14,56,223,0.241,3.06,0.0,13.0,12.0,2,939.0,0.0,84,2.0,2.0,,232.0,1.14,8.65,2.17,0.54,23.75
hernali01,2012,1,ATL,NL,1,1,18,0,0,0,1,93.0,40,17,5,8,19,0.331,4.94,4.0,0.0,0.0,0,136.0,8.0,17,5.0,2.0,,31.0,1.55,5.52,2.32,1.45,13.97
hernali01,2012,2,MIL,NL,3,0,26,0,0,0,0,109.0,44,31,10,8,29,0.306,7.68,0.0,2.0,1.0,0,156.0,9.0,31,2.0,1.0,,36.33,1.43,7.18,1.98,2.48,18.59
herreke01,2012,1,KCA,AL,4,3,76,0,0,0,3,253.0,79,22,4,21,77,0.25,2.35,6.0,3.0,2.0,1,344.0,10.0,24,5.0,0.0,,84.33,1.19,8.22,2.24,0.43,22.38
hochelu01,2012,1,KCA,AL,8,16,32,32,2,1,0,556.0,202,118,27,61,144,0.281,5.73,3.0,8.0,13.0,0,800.0,0.0,127,4.0,3.0,,185.33,1.42,6.99,2.96,1.31,18.0
hollade01,2012,1,TEX,AL,12,7,29,27,0,0,0,526.0,162,91,32,52,145,0.243,4.67,0.0,1.0,3.0,0,730.0,1.0,100,5.0,4.0,,175.33,1.22,7.44,2.67,1.64,19.86
hollagr01,2012,1,KCA,AL,7,4,67,0,0,0,16,201.0,58,22,2,34,91,0.234,2.96,7.0,3.0,0.0,1,289.0,36.0,22,4.0,3.0,,67.0,1.37,12.22,4.57,0.27,31.49
hoovejj01,2012,1,CIN,NL,1,0,28,0,0,0,1,92.0,17,7,2,13,31,0.16,2.05,1.0,0.0,0.0,0,123.0,6.0,7,2.0,2.0,,30.67,0.98,9.1,3.81,0.59,25.2
horstje01,2012,1,PHI,NL,2,0,32,0,0,0,0,94.0,21,4,1,14,40,0.193,1.15,1.0,1.0,1.0,0,125.0,9.0,8,1.0,0.0,,31.33,1.12,11.49,4.02,0.29,32.0
howeljp01,2012,1,TBA,AL,1,0,55,0,0,0,0,151.0,39,17,7,22,42,0.223,3.04,2.0,1.0,4.0,0,203.0,10.0,17,2.0,0.0,,50.33,1.21,7.51,3.93,1.25,20.69
hudsoda01,2012,1,ARI,NL,3,2,9,9,0,0,0,136.0,62,37,9,12,37,0.332,7.35,0.0,2.0,0.0,0,202.0,0.0,37,2.0,1.0,,45.33,1.63,7.35,2.38,1.79,18.32
hudsoti01,2012,1,ATL,NL,16,7,28,28,1,1,0,537.0,168,72,12,48,102,0.248,3.62,2.0,3.0,9.0,0,749.0,0.0,77,10.0,4.0,,179.0,1.21,5.13,2.41,0.6,13.62
hugheja02,2012,1,PIT,NL,2,2,66,0,0,0,2,227.0,65,24,7,22,50,0.226,2.85,4.0,5.0,5.0,0,316.0,20.0,30,1.0,0.0,,75.67,1.15,5.95,2.62,0.83,15.82
hugheph01,2012,1,NYA,AL,16,13,32,32,1,0,0,574.0,196,89,35,46,165,0.259,4.19,0.0,3.0,6.0,0,815.0,0.0,101,1.0,4.0,,191.33,1.26,7.76,2.16,1.65,20.25
humbeph01,2012,1,CHA,AL,5,5,26,16,1,1,0,306.0,113,73,23,44,85,0.276,6.44,1.0,9.0,4.0,0,462.0,6.0,74,1.0,4.0,,102.0,1.54,7.5,3.88,2.03,18.4
hunteto02,2012,1,BAL,AL,7,8,33,20,0,0,0,401.0,161,81,32,27,77,0.302,5.45,2.0,0.0,4.0,1,573.0,5.0,85,3.0,6.0,,133.67,1.41,5.18,1.82,2.15,13.44
hutchdr01,2012,1,TOR,AL,5,3,11,11,0,0,0,176.0,59,30,8,20,49,0.257,4.6,0.0,1.0,5.0,0,257.0,0.0,31,1.0,1.0,,58.67,1.35,7.52,3.07,1.23,19.07
isrinja01,2012,1,LAA,AL,3,2,50,0,0,0,0,137.0,44,21,7,19,31,0.251,4.14,3.0,3.0,0.0,0,198.0,17.0,22,1.0,3.0,,45.67,1.38,6.11,3.74,1.38,15.66
iwakuhi01,2012,1,SEA,AL,9,5,30,16,0,0,2,376.0,117,44,17,43,101,0.248,3.16,3.0,5.0,3.0,0,519.0,6.0,49,1.0,1.0,,125.33,1.28,7.25,3.09,1.22,19.46
jacksed01,2012,1,WAS,NL,10,11,31,31,1,0,0,569.0,173,85,23,58,168,0.243,4.03,5.0,3.0,2.0,0,790.0,0.0,90,9.0,8.0,,189.67,1.22,7.97,2.75,1.09,21.27
janseke01,2012,1,LAN,NL,5,3,65,0,0,0,25,195.0,33,17,6,22,99,0.146,2.35,1.0,3.0,3.0,0,252.0,40.0,18,0.0,1.0,,65.0,0.85,13.71,3.05,0.83,39.29
janssca01,2012,1,TOR,AL,1,1,62,0,0,0,22,191.0,44,18,7,11,67,0.195,2.54,1.0,2.0,3.0,1,242.0,47.0,18,1.0,1.0,,63.67,0.86,9.47,1.55,0.99,27.69
jenkich01,2012,1,TOR,AL,1,3,13,3,0,0,0,96.0,32,16,5,11,16,0.26,4.5,1.0,0.0,1.0,0,136.0,6.0,16,1.0,0.0,,32.0,1.34,4.5,3.09,1.41,11.76
jepseke01,2012,1,LAA,AL,3,2,49,0,0,0,2,134.0,39,15,3,12,38,0.244,3.02,1.0,1.0,2.0,0,178.0,11.0,17,3.0,1.0,,44.67,1.14,7.66,2.42,0.6,21.35
jimenub01,2012,1,CLE,AL,9,17,31,31,0,0,0,530.0,190,106,25,95,143,0.273,5.4,3.0,16.0,8.0,1,805.0,0.0,116,2.0,3.0,,176.67,1.61,7.28,4.84,1.27,17.76
johnsji04,2012,1,BAL,AL,2,1,71,0,0,0,51,206.0,55,19,3,15,41,0.22,2.49,1.0,1.0,3.0,0,269.0,63.0,21,1.0,0.0,,68.67,1.02,5.37,1.97,0.39,15.24
johnsjo09,2012,1,MIA,NL,8,14,31,31,0,0,0,574.0,180,81,14,65,165,0.252,3.81,7.0,5.0,4.0,0,798.0,0.0,84,8.0,8.0,,191.33,1.28,7.76,3.06,0.66,20.68
johnsst02,2012,1,BAL,AL,4,0,12,4,0,0,0,115.0,23,9,4,18,46,0.174,2.11,1.0,1.0,0.0,0,151.0,3.0,9,1.0,0.0,,38.33,1.07,10.8,4.23,0.94,30.46
jonesna01,2012,1,CHA,AL,8,0,65,0,0,0,0,215.0,67,19,4,32,65,0.256,2.39,3.0,5.0,1.0,0,301.0,11.0,19,2.0,4.0,,71.67,1.38,8.16,4.02,0.5,21.59
jurrjja01,2012,1,ATL,NL,3,4,11,10,0,0,0,145.0,72,37,8,18,19,0.35,6.89,0.0,1.0,1.0,0,227.0,1.0,40,2.0,0.0,,48.33,1.86,3.54,3.35,1.49,8.37
karstje01,2012,1,PIT,NL,5,4,19,15,0,0,0,272.0,89,40,8,15,66,0.256,3.97,0.0,3.0,1.0,1,372.0,0.0,41,7.0,1.0,,90.67,1.15,6.55,1.49,0.79,17.74
kellesh01,2012,1,SEA,AL,2,4,47,0,0,0,0,133.0,43,16,5,15,45,0.256,3.25,6.0,2.0,0.0,1,190.0,10.0,20,4.0,3.0,,44.33,1.31,9.14,3.05,1.02,23.68
kellyjo05,2012,1,SLN,NL,5,7,24,16,0,0,0,321.0,112,42,10,36,75,0.271,3.53,2.0,4.0,3.0,0,457.0,4.0,50,4.0,1.0,,107.0,1.38,6.31,3.03,0.84,16.41
kendrky01,2012,1,PHI,NL,11,12,37,25,1,1,0,478.0,154,69,20,49,116,0.254,3.9,4.0,1.0,7.0,0,674.0,2.0,76,8.0,4.0,,159.33,1.27,6.55,2.77,1.13,17.21
kenneia01,2012,1,ARI,NL,15,12,33,33,1,0,0,625.0,216,93,28,55,187,0.266,4.02,4.0,5.0,14.0,4,899.0,0.0,101,13.0,5.0,,208.33,1.3,8.08,2.38,1.21,20.8
kershcl01,2012,1,LAN,NL,14,9,33,33,2,2,0,683.0,170,64,16,63,229,0.21,2.53,5.0,6.0,5.0,2,901.0,0.0,70,18.0,4.0,,227.67,1.02,9.05,2.49,0.63,25.42
keuchda01,2012,1,HOU,NL,3,8,16,16,1,0,0,256.0,93,50,14,39,38,0.286,5.27,1.0,2.0,1.0,0,377.0,0.0,56,9.0,3.0,,85.33,1.55,4.01,4.11,1.48,10.08
kimbrcr01,2012,1,ATL,NL,3,1,63,0,0,0,42,188.0,27,7,3,14,116,0.126,1.01,0.0,5.0,2.0,0,231.0,56.0,7,0.0,0.0,,62.67,0.65,16.66,2.01,0.43,50.22
kinnejo01,2012,1,SEA,AL,0,3,35,0,0,0,1,96.0,24,14,3,15,36,0.209,3.94,3.0,2.0,3.0,0,136.0,8.0,14,1.0,2.0,,32.0,1.22,10.12,4.22,0.84,26.47
kirkmmi01,2012,1,TEX,AL,1,2,28,0,0,0,0,106.0,24,15,5,17,38,0.182,3.82,1.0,2.0,1.0,0,151.0,9.0,16,0.0,1.0,,35.33,1.16,9.68,4.33,1.27,25.17
klubeco01,2012,1,CLE,AL,2,5,12,12,0,0,0,189.0,76,36,9,18,54,0.295,5.14,0.0,2.0,4.0,0,281.0,0.0,44,1.0,0.0,,63.0,1.49,7.71,2.57,1.29,19.22
kontoge01,2012,1,SFN,NL,2,1,44,0,0,0,0,131.0,34,12,3,12,44,0.209,2.47,0.0,1.0,0.0,0,177.0,9.0,15,0.0,2.0,,43.67,1.05,9.07,2.47,0.62,24.86
kurodhi01,2012,1,NYA,AL,16,11,33,33,3,2,0,659.0,205,81,25,51,167,0.249,3.32,2.0,13.0,8.0,0,891.0,0.0,86,7.0,3.0,,219.67,1.17,6.84,2.09,1.02,18.74
laffeaa01,2012,1,TOR,AL,4,6,22,16,0,0,0,302.0,100,51,17,37,48,0.26,4.56,1.0,2.0,5.0,0,429.0,1.0,56,2.0,0.0,,100.67,1.36,4.29,3.31,1.52,11.19
lannajo01,2012,1,WAS,NL,4,1,6,6,0,0,0,98.0,33,15,0,14,17,0.27,4.13,1.0,1.0,4.0,0,144.0,0.0,15,4.0,0.0,,32.67,1.44,4.68,3.86,0.0,11.81
latosma01,2012,1,CIN,NL,14,4,33,33,2,0,0,628.0,179,81,25,64,185,0.23,3.48,9.0,3.0,4.0,1,858.0,0.0,87,9.0,3.0,,209.33,1.16,7.95,2.75,1.07,21.56
leagubr01,2012,1,SEA,AL,0,5,46,0,0,0,9,134.0,48,18,1,19,27,0.281,3.63,3.0,3.0,0.0,0,193.0,24.0,20,3.0,0.0,,44.67,1.5,5.44,3.83,0.2,13.99
leakemi01,2012,1,CIN,NL,8,9,30,30,2,0,0,537.0,201,91,26,41,116,0.287,4.58,3.0,3.0,3.0,0,757.0,0.0,97,6.0,7.0,,179.0,1.35,5.83,2.06,1.31,15.32
leblawa01,2012,1,MIA,NL,2,5,25,9,0,0,0,206.0,71,28,7,19,43,0.275,3.67,1.0,1.0,1.0,0,284.0,1.0,30,5.0,1.0,,68.67,1.31,5.64,2.49,0.92,15.14
lecursa01,2012,1,CIN,NL,3,3,48,0,0,0,0,172.0,46,20,3,23,61,0.221,3.14,2.0,2.0,1.0,0,237.0,12.0,22,4.0,1.0,,57.33,1.2,9.58,3.61,0.47,25.74
leecl02,2012,1,PHI,NL,6,9,30,30,0,0,0,633.0,207,74,26,28,207,0.255,3.16,0.0,4.0,0.0,0,847.0,0.0,79,3.0,4.0,,211.0,1.11,8.83,1.19,1.11,24.44
lestejo01,2012,1,BOS,AL,9,14,33,33,3,0,0,616.0,216,110,25,68,166,0.273,4.82,2.0,6.0,4.0,0,876.0,0.0,117,5.0,7.0,,205.33,1.38,7.28,2.98,1.1,18.95
lewisco01,2012,1,TEX,AL,6,6,16,16,2,0,0,315.0,99,40,16,14,93,0.245,3.43,0.0,2.0,6.0,0,427.0,0.0,48,1.0,2.0,,105.0,1.08,7.97,1.2,1.37,21.78
lillyte01,2012,1,LAN,NL,5,1,8,8,0,0,0,146.0,36,17,3,19,31,0.203,3.14,1.0,3.0,2.0,0,202.0,0.0,23,2.0,2.0,,48.67,1.13,5.73,3.51,0.55,15.35
linceti01,2012,1,SFN,NL,10,15,33,33,0,0,0,558.0,183,107,23,90,190,0.256,5.18,3.0,17.0,4.0,2,825.0,0.0,111,11.0,6.0,,186.0,1.47,9.19,4.35,1.11,23.03
lincobr01,2012,1,PIT,NL,4,2,28,5,0,0,1,178.0,51,18,8,14,60,0.23,2.73,1.0,0.0,1.0,0,239.0,6.0,19,2.0,0.0,,59.33,1.1,9.1,2.12,1.21,25.1
lindbjo01,2012,1,LAN,NL,2,2,48,0,0,0,0,143.0,42,16,9,18,43,0.241,3.02,0.0,1.0,3.0,0,197.0,12.0,16,2.0,0.0,,47.67,1.26,8.12,3.4,1.7,21.83
lindsma01,2012,1,BAL,AL,1,0,34,0,0,0,0,109.0,35,11,2,12,30,0.254,2.72,2.0,1.0,4.0,1,155.0,3.0,14,0.0,1.0,,36.33,1.29,7.43,2.97,0.5,19.35
liriafr01,2012,1,MIN,AL,3,10,22,17,0,0,0,300.0,89,59,12,55,109,0.239,5.31,4.0,6.0,4.0,1,440.0,2.0,63,2.0,7.0,,100.0,1.44,9.81,4.95,1.08,24.77
liriafr01,2012,2,CHA,AL,3,2,12,11,0,0,0,170.0,54,34,7,32,58,0.251,5.4,1.0,5.0,3.0,0,253.0,0.0,34,2.0,1.0,,56.67,1.52,9.21,5.08,1.11,22.92
lockeje01,2012,1,PIT,NL,1,3,8,6,0,0,0,103.0,36,21,6,11,34,0.267,5.5,0.0,0.0,1.0,0,148.0,1.0,21,1.0,0.0,,34.33,1.37,8.91,2.88,1.57,22.97
loeka01,2012,1,MIL,NL,6,5,70,0,0,0,2,205.0,78,35,9,20,55,0.284,4.61,3.0,4.0,3.0,0,303.0,20.0,41,5.0,0.0,,68.33,1.43,7.24,2.63,1.19,18.15
loganbo02,2012,1,NYA,AL,7,2,80,0,0,0,1,166.0,48,23,6,28,68,0.234,3.74,6.0,3.0,2.0,0,239.0,8.0,23,1.0,3.0,,55.33,1.37,11.06,4.55,0.98,28.45
lohseky01,2012,1,SLN,NL,16,3,33,33,0,0,0,633.0,192,67,19,38,143,0.239,2.86,1.0,1.0,4.0,0,864.0,0.0,74,11.0,7.0,,211.0,1.09,6.1,1.62,0.81,16.55
lopezja02,2012,1,SFN,NL,3,0,70,0,0,0,7,108.0,37,10,1,14,28,0.27,2.5,3.0,2.0,0.0,0,153.0,19.0,13,1.0,1.0,,36.0,1.42,7.0,3.5,0.25,18.3
lopezwi01,2012,1,HOU,NL,6,3,64,0,0,0,10,199.0,61,16,4,8,54,0.25,2.17,2.0,1.0,2.0,0,260.0,28.0,18,4.0,2.0,,66.33,1.04,7.33,1.09,0.54,20.77
loupaa01,2012,1,TOR,AL,0,2,33,0,0,0,0,92.0,26,9,0,2,21,0.232,2.64,0.0,1.0,0.0,1,117.0,3.0,10,2.0,1.0,,30.67,0.91,6.16,0.59,0.0,17.95
lowede01,2012,1,CLE,AL,8,10,21,21,1,1,0,357.0,156,73,8,45,41,0.321,5.52,3.0,5.0,3.0,1,542.0,0.0,79,3.0,5.0,,119.0,1.69,3.1,3.4,0.61,7.56
lowema01,2012,1,TEX,AL,0,2,36,0,0,0,0,118.0,35,15,5,13,28,0.24,3.43,0.0,4.0,0.0,2,162.0,12.0,15,0.0,3.0,,39.33,1.22,6.41,2.97,1.14,17.28
luebkco01,2012,1,SDN,NL,3,1,5,5,0,0,0,93.0,28,9,1,8,23,0.233,2.61,0.0,0.0,0.0,0,130.0,0.0,10,2.0,0.0,,31.0,1.16,6.68,2.32,0.29,17.69
luetglu01,2012,1,SEA,AL,2,2,63,0,0,0,2,122.0,37,18,3,24,38,0.248,3.98,6.0,5.0,1.0,0,178.0,16.0,20,1.0,3.0,,40.67,1.5,8.41,5.31,0.66,21.35
lylesjo01,2012,1,HOU,NL,5,12,25,25,1,1,0,424.0,159,80,20,42,99,0.278,5.09,4.0,2.0,5.0,0,628.0,0.0,97,6.0,4.0,,141.33,1.42,6.3,2.67,1.27,15.76
lynnla01,2012,1,SLN,NL,18,7,35,29,0,0,0,528.0,168,74,16,64,180,0.253,3.78,3.0,3.0,10.0,0,744.0,2.0,76,4.0,3.0,,176.0,1.32,9.2,3.27,0.82,24.19
lyonbr01,2012,1,HOU,NL,0,2,37,0,0,0,0,108.0,37,13,3,11,35,0.262,3.25,2.0,5.0,2.0,0,154.0,11.0,13,0.0,0.0,,36.0,1.33,8.75,2.75,0.75,22.73
